variant_id,policy,kwargs,complexity,note,command,frozen_variant_id
ff_severity_als_coverage_fairness_zone,feature_flag,"{'use_severity': True, 'use_als_guard': True, 'use_coverage_unit': True, 'use_fairness_weight': True, 'use_zone_weights': True}",6,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_als_guard': True, 'use_coverage_unit': True, 'use_fairness_weight': True, 'use_zone_weights': True}""",ff_severity_als_coverage_fairness_zone_2
ff_severity_als_coverage_guardrail_urban,feature_flag,"{'use_severity': True, 'use_als_guard': True, 'use_coverage_call': True, 'use_guardrail': True, 'use_urban_boost': True}",6,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_als_guard': True, 'use_coverage_call': True, 'use_guardrail': True, 'use_urban_boost': True}""",ff_severity_als_coverage_guardrail_urban_2
ff_severity_als_coverage_guardrail_fairness,feature_flag,"{'use_severity': True, 'use_als_guard': True, 'use_coverage_call': True, 'use_guardrail': True, 'use_fairness': True}",6,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_als_guard': True, 'use_coverage_call': True, 'use_guardrail': True, 'use_fairness': True}""",ff_severity_als_coverage_guardrail_fairness_3
ff_severity_als_coverage_guardrail_fairness,feature_flag,"{'use_severity': True, 'use_als_guard': True, 'use_coverage_call': True, 'use_guardrail': True, 'use_fairness_weight': True}",6,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_als_guard': True, 'use_coverage_call': True, 'use_guardrail': True, 'use_fairness_weight': True}""",ff_severity_als_coverage_guardrail_fairness_4
ff_severity_als_coverage_guardrail_zone,feature_flag,"{'use_severity': True, 'use_als_guard': True, 'use_coverage_call': True, 'use_guardrail': True, 'use_zone_weights': True}",6,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_als_guard': True, 'use_coverage_call': True, 'use_guardrail': True, 'use_zone_weights': True}""",ff_severity_als_coverage_guardrail_zone_2
ff_severity_als_coverage_urban_fairness,feature_flag,"{'use_severity': True, 'use_als_guard': True, 'use_coverage_call': True, 'use_urban_boost': True, 'use_fairness': True}",6,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_als_guard': True, 'use_coverage_call': True, 'use_urban_boost': True, 'use_fairness': True}""",ff_severity_als_coverage_urban_fairness_3
ff_severity_als_coverage_urban_fairness,feature_flag,"{'use_severity': True, 'use_als_guard': True, 'use_coverage_call': True, 'use_urban_boost': True, 'use_fairness_weight': True}",6,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_als_guard': True, 'use_coverage_call': True, 'use_urban_boost': True, 'use_fairness_weight': True}""",ff_severity_als_coverage_urban_fairness_4
ff_severity_als_coverage_urban_zone,feature_flag,"{'use_severity': True, 'use_als_guard': True, 'use_coverage_call': True, 'use_urban_boost': True, 'use_zone_weights': True}",6,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_als_guard': True, 'use_coverage_call': True, 'use_urban_boost': True, 'use_zone_weights': True}""",ff_severity_als_coverage_urban_zone_2
ff_severity_als_coverage_fairness_fairness,feature_flag,"{'use_severity': True, 'use_als_guard': True, 'use_coverage_call': True, 'use_fairness': True, 'use_fairness_weight': True}",6,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_als_guard': True, 'use_coverage_call': True, 'use_fairness': True, 'use_fairness_weight': True}""",ff_severity_als_coverage_fairness_fairness_2
ff_severity_als_coverage_fairness_zone,feature_flag,"{'use_severity': True, 'use_als_guard': True, 'use_coverage_call': True, 'use_fairness': True, 'use_zone_weights': True}",6,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_als_guard': True, 'use_coverage_call': True, 'use_fairness': True, 'use_zone_weights': True}""",ff_severity_als_coverage_fairness_zone_3
ff_severity_als_coverage_fairness_zone,feature_flag,"{'use_severity': True, 'use_als_guard': True, 'use_coverage_call': True, 'use_fairness_weight': True, 'use_zone_weights': True}",6,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_als_guard': True, 'use_coverage_call': True, 'use_fairness_weight': True, 'use_zone_weights': True}""",ff_severity_als_coverage_fairness_zone_4
ff_severity_als_guardrail_urban_fairness,feature_flag,"{'use_severity': True, 'use_als_guard': True, 'use_guardrail': True, 'use_urban_boost': True, 'use_fairness': True}",6,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_als_guard': True, 'use_guardrail': True, 'use_urban_boost': True, 'use_fairness': True}""",ff_severity_als_guardrail_urban_fairness
ff_severity_als_guardrail_urban_fairness,feature_flag,"{'use_severity': True, 'use_als_guard': True, 'use_guardrail': True, 'use_urban_boost': True, 'use_fairness_weight': True}",6,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_als_guard': True, 'use_guardrail': True, 'use_urban_boost': True, 'use_fairness_weight': True}""",ff_severity_als_guardrail_urban_fairness_2
ff_severity_als_guardrail_urban_zone,feature_flag,"{'use_severity': True, 'use_als_guard': True, 'use_guardrail': True, 'use_urban_boost': True, 'use_zone_weights': True}",6,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_als_guard': True, 'use_guardrail': True, 'use_urban_boost': True, 'use_zone_weights': True}""",ff_severity_als_guardrail_urban_zone
ff_severity_als_guardrail_fairness_fairness,feature_flag,"{'use_severity': True, 'use_als_guard': True, 'use_guardrail': True, 'use_fairness': True, 'use_fairness_weight': True}",6,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_als_guard': True, 'use_guardrail': True, 'use_fairness': True, 'use_fairness_weight': True}""",ff_severity_als_guardrail_fairness_fairness
ff_severity_als_guardrail_fairness_zone,feature_flag,"{'use_severity': True, 'use_als_guard': True, 'use_guardrail': True, 'use_fairness': True, 'use_zone_weights': True}",6,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_als_guard': True, 'use_guardrail': True, 'use_fairness': True, 'use_zone_weights': True}""",ff_severity_als_guardrail_fairness_zone
ff_severity_als_guardrail_fairness_zone,feature_flag,"{'use_severity': True, 'use_als_guard': True, 'use_guardrail': True, 'use_fairness_weight': True, 'use_zone_weights': True}",6,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_als_guard': True, 'use_guardrail': True, 'use_fairness_weight': True, 'use_zone_weights': True}""",ff_severity_als_guardrail_fairness_zone_2
ff_severity_als_urban_fairness_fairness,feature_flag,"{'use_severity': True, 'use_als_guard': True, 'use_urban_boost': True, 'use_fairness': True, 'use_fairness_weight': True}",6,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_als_guard': True, 'use_urban_boost': True, 'use_fairness': True, 'use_fairness_weight': True}""",ff_severity_als_urban_fairness_fairness
ff_severity_als_urban_fairness_zone,feature_flag,"{'use_severity': True, 'use_als_guard': True, 'use_urban_boost': True, 'use_fairness': True, 'use_zone_weights': True}",6,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_als_guard': True, 'use_urban_boost': True, 'use_fairness': True, 'use_zone_weights': True}""",ff_severity_als_urban_fairness_zone
ff_severity_als_urban_fairness_zone,feature_flag,"{'use_severity': True, 'use_als_guard': True, 'use_urban_boost': True, 'use_fairness_weight': True, 'use_zone_weights': True}",6,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_als_guard': True, 'use_urban_boost': True, 'use_fairness_weight': True, 'use_zone_weights': True}""",ff_severity_als_urban_fairness_zone_2
ff_severity_als_fairness_fairness_zone,feature_flag,"{'use_severity': True, 'use_als_guard': True, 'use_fairness': True, 'use_fairness_weight': True, 'use_zone_weights': True}",6,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_als_guard': True, 'use_fairness': True, 'use_fairness_weight': True, 'use_zone_weights': True}""",ff_severity_als_fairness_fairness_zone
ff_severity_coverage_coverage_guardrail_urban,feature_flag,"{'use_severity': True, 'use_coverage_unit': True, 'use_coverage_call': True, 'use_guardrail': True, 'use_urban_boost': True}",6,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_coverage_unit': True, 'use_coverage_call': True, 'use_guardrail': True, 'use_urban_boost': True}""",ff_severity_coverage_coverage_guardrail_urban
ff_severity_coverage_coverage_guardrail_fairness,feature_flag,"{'use_severity': True, 'use_coverage_unit': True, 'use_coverage_call': True, 'use_guardrail': True, 'use_fairness': True}",6,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_coverage_unit': True, 'use_coverage_call': True, 'use_guardrail': True, 'use_fairness': True}""",ff_severity_coverage_coverage_guardrail_fairness
ff_severity_coverage_coverage_guardrail_fairness,feature_flag,"{'use_severity': True, 'use_coverage_unit': True, 'use_coverage_call': True, 'use_guardrail': True, 'use_fairness_weight': True}",6,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_coverage_unit': True, 'use_coverage_call': True, 'use_guardrail': True, 'use_fairness_weight': True}""",ff_severity_coverage_coverage_guardrail_fairness_2
ff_severity_coverage_coverage_guardrail_zone,feature_flag,"{'use_severity': True, 'use_coverage_unit': True, 'use_coverage_call': True, 'use_guardrail': True, 'use_zone_weights': True}",6,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_coverage_unit': True, 'use_coverage_call': True, 'use_guardrail': True, 'use_zone_weights': True}""",ff_severity_coverage_coverage_guardrail_zone
ff_severity_coverage_coverage_urban_fairness,feature_flag,"{'use_severity': True, 'use_coverage_unit': True, 'use_coverage_call': True, 'use_urban_boost': True, 'use_fairness': True}",6,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_coverage_unit': True, 'use_coverage_call': True, 'use_urban_boost': True, 'use_fairness': True}""",ff_severity_coverage_coverage_urban_fairness
ff_severity_coverage_coverage_urban_fairness,feature_flag,"{'use_severity': True, 'use_coverage_unit': True, 'use_coverage_call': True, 'use_urban_boost': True, 'use_fairness_weight': True}",6,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_coverage_unit': True, 'use_coverage_call': True, 'use_urban_boost': True, 'use_fairness_weight': True}""",ff_severity_coverage_coverage_urban_fairness_2
ff_severity_coverage_coverage_urban_zone,feature_flag,"{'use_severity': True, 'use_coverage_unit': True, 'use_coverage_call': True, 'use_urban_boost': True, 'use_zone_weights': True}",6,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_coverage_unit': True, 'use_coverage_call': True, 'use_urban_boost': True, 'use_zone_weights': True}""",ff_severity_coverage_coverage_urban_zone
ff_severity_coverage_coverage_fairness_fairness,feature_flag,"{'use_severity': True, 'use_coverage_unit': True, 'use_coverage_call': True, 'use_fairness': True, 'use_fairness_weight': True}",6,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_coverage_unit': True, 'use_coverage_call': True, 'use_fairness': True, 'use_fairness_weight': True}""",ff_severity_coverage_coverage_fairness_fairness
ff_severity_coverage_coverage_fairness_zone,feature_flag,"{'use_severity': True, 'use_coverage_unit': True, 'use_coverage_call': True, 'use_fairness': True, 'use_zone_weights': True}",6,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_coverage_unit': True, 'use_coverage_call': True, 'use_fairness': True, 'use_zone_weights': True}""",ff_severity_coverage_coverage_fairness_zone
ff_severity_coverage_coverage_fairness_zone,feature_flag,"{'use_severity': True, 'use_coverage_unit': True, 'use_coverage_call': True, 'use_fairness_weight': True, 'use_zone_weights': True}",6,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_coverage_unit': True, 'use_coverage_call': True, 'use_fairness_weight': True, 'use_zone_weights': True}""",ff_severity_coverage_coverage_fairness_zone_2
ff_severity_coverage_guardrail_urban_fairness,feature_flag,"{'use_severity': True, 'use_coverage_unit': True, 'use_guardrail': True, 'use_urban_boost': True, 'use_fairness': True}",6,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_coverage_unit': True, 'use_guardrail': True, 'use_urban_boost': True, 'use_fairness': True}""",ff_severity_coverage_guardrail_urban_fairness
ff_severity_coverage_guardrail_urban_fairness,feature_flag,"{'use_severity': True, 'use_coverage_unit': True, 'use_guardrail': True, 'use_urban_boost': True, 'use_fairness_weight': True}",6,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_coverage_unit': True, 'use_guardrail': True, 'use_urban_boost': True, 'use_fairness_weight': True}""",ff_severity_coverage_guardrail_urban_fairness_2
ff_severity_coverage_guardrail_urban_zone,feature_flag,"{'use_severity': True, 'use_coverage_unit': True, 'use_guardrail': True, 'use_urban_boost': True, 'use_zone_weights': True}",6,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_coverage_unit': True, 'use_guardrail': True, 'use_urban_boost': True, 'use_zone_weights': True}""",ff_severity_coverage_guardrail_urban_zone
ff_severity_coverage_guardrail_fairness_fairness,feature_flag,"{'use_severity': True, 'use_coverage_unit': True, 'use_guardrail': True, 'use_fairness': True, 'use_fairness_weight': True}",6,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_coverage_unit': True, 'use_guardrail': True, 'use_fairness': True, 'use_fairness_weight': True}""",ff_severity_coverage_guardrail_fairness_fairness
ff_severity_coverage_guardrail_fairness_zone,feature_flag,"{'use_severity': True, 'use_coverage_unit': True, 'use_guardrail': True, 'use_fairness': True, 'use_zone_weights': True}",6,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_coverage_unit': True, 'use_guardrail': True, 'use_fairness': True, 'use_zone_weights': True}""",ff_severity_coverage_guardrail_fairness_zone
ff_severity_coverage_guardrail_fairness_zone,feature_flag,"{'use_severity': True, 'use_coverage_unit': True, 'use_guardrail': True, 'use_fairness_weight': True, 'use_zone_weights': True}",6,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_coverage_unit': True, 'use_guardrail': True, 'use_fairness_weight': True, 'use_zone_weights': True}""",ff_severity_coverage_guardrail_fairness_zone_2
ff_severity_coverage_urban_fairness_fairness,feature_flag,"{'use_severity': True, 'use_coverage_unit': True, 'use_urban_boost': True, 'use_fairness': True, 'use_fairness_weight': True}",6,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_coverage_unit': True, 'use_urban_boost': True, 'use_fairness': True, 'use_fairness_weight': True}""",ff_severity_coverage_urban_fairness_fairness
ff_severity_coverage_urban_fairness_zone,feature_flag,"{'use_severity': True, 'use_coverage_unit': True, 'use_urban_boost': True, 'use_fairness': True, 'use_zone_weights': True}",6,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_coverage_unit': True, 'use_urban_boost': True, 'use_fairness': True, 'use_zone_weights': True}""",ff_severity_coverage_urban_fairness_zone
ff_severity_coverage_urban_fairness_zone,feature_flag,"{'use_severity': True, 'use_coverage_unit': True, 'use_urban_boost': True, 'use_fairness_weight': True, 'use_zone_weights': True}",6,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_coverage_unit': True, 'use_urban_boost': True, 'use_fairness_weight': True, 'use_zone_weights': True}""",ff_severity_coverage_urban_fairness_zone_2
ff_severity_coverage_fairness_fairness_zone,feature_flag,"{'use_severity': True, 'use_coverage_unit': True, 'use_fairness': True, 'use_fairness_weight': True, 'use_zone_weights': True}",6,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_coverage_unit': True, 'use_fairness': True, 'use_fairness_weight': True, 'use_zone_weights': True}""",ff_severity_coverage_fairness_fairness_zone
